RecipeName,Ingredients,Steps,Cuisine,ingredient_text,search_field,cleaned_search_field
Masala Chai,"['1 cup water', '1 cup milk', '2 tsp black tea leaves', '1.5 tbsp sugar (or to taste)', 'Masala (Spices): 1-inch ginger (crushed), 2 green cardamoms (crushed), 1-inch cinnamon stick, 2 cloves']","['In a saucepan, add the 1 cup of water, crushed ginger, cardamom, cinnamon, and cloves.', 'Bring the water to a rolling boil. Let it boil for 1-2 minutes for the spices to infuse.', 'Add the 2 tsp of tea leaves. Let it boil for another minute.', 'Add the 1 cup of milk and the sugar.', 'Bring the mixture back to a boil. Be careful, as it can boil over quickly.', 'Reduce the heat and let the chai simmer for 2-3 minutes to get a strong flavor and color.', 'Strain the chai through a tea strainer into cups.', 'Serve hot.']",Indian Drink,"1 cup water 1 cup milk 2 tsp black tea leaves 1.5 tbsp sugar (or to taste) Masala (Spices): 1-inch ginger (crushed), 2 green cardamoms (crushed), 1-inch cinnamon stick, 2 cloves","Masala Chai Masala Chai Masala Chai 1 cup water 1 cup milk 2 tsp black tea leaves 1.5 tbsp sugar (or to taste) Masala (Spices): 1-inch ginger (crushed), 2 green cardamoms (crushed), 1-inch cinnamon stick, 2 cloves",masala chai masala chai masala chai cup water cup milk tsp black tea leaves tbsp sugar taste masala spices inch ginger crushed green cardamoms crushed inch cinnamon stick cloves
Paneer Bhurji,"['200g paneer, crumbled', '1 large onion, finely chopped', '1 large tomato, finely chopped', '1/2 green bell pepper (capsicum), finely chopped (optional)', '1-2 green chilies, finely chopped', '1/2 tsp cumin seeds', '1/2 tsp turmeric powder', '1/2 tsp red chili powder', '1/2 tsp pav bhaji masala (or garam masala)', '2 tbsp oil or butter', 'Salt to taste', '1/4 cup chopped cilantro']","['Heat oil/butter in a pan. Add the cumin seeds.', 'Add the chopped onion, green chilies, and capsicum. Sauté until the onion is soft.', 'Add the chopped tomatoes, turmeric, red chili powder, and salt.', 'Cook until the tomatoes are soft and mushy.', 'Add the crumbled paneer to the pan.', 'Stir and cook for 3-4 minutes, mixing the paneer well with the masala.', 'Sprinkle the pav bhaji masala (or garam masala) and mix.', 'Turn off the heat and stir in the chopped cilantro.', 'Serve hot with roti, pav, or as a sandwich filling.']",North Indian,"200g paneer, crumbled 1 large onion, finely chopped 1 large tomato, finely chopped 1/2 green bell pepper (capsicum), finely chopped (optional) 1-2 green chilies, finely chopped 1/2 tsp cumin seeds 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp pav bhaji masala (or garam masala) 2 tbsp oil or butter Salt to taste 1/4 cup chopped cilantro","Paneer Bhurji Paneer Bhurji Paneer Bhurji 200g paneer, crumbled 1 large onion, finely chopped 1 large tomato, finely chopped 1/2 green bell pepper (capsicum), finely chopped (optional) 1-2 green chilies, finely chopped 1/2 tsp cumin seeds 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp pav bhaji masala (or garam masala) 2 tbsp oil or butter Salt to taste 1/4 cup chopped cilantro",paneer bhurji paneer bhurji paneer bhurji g paneer crumbled large onion finely chopped large tomato finely chopped green bell pepper capsicum finely chopped optional green chilies finely chopped tsp cumin seeds tsp turmeric powder tsp red chili powder tsp pav bhaji masala garam masala tbsp oil butter salt taste cup chopped cilantro
Spinach Dal (Palak Dal),"['1 cup toor dal (pigeon peas)', '1 bunch fresh spinach, chopped', '1/2 tsp turmeric powder', 'Salt to taste', 'Tempering: 2 tbsp ghee, 1 tsp cumin seeds, 1/4 tsp asafoetida (hing), 1 onion (chopped), 2-3 cloves garlic (chopped), 1-2 dried red chilies, 1/2 tsp red chili powder']","['Wash and rinse the toor dal. In a pressure cooker, add the dal, chopped spinach, turmeric, salt, and 3 cups of water.', 'Pressure cook for 3-4 whistles until the dal is completely soft.', 'Whisk the dal lightly.', 'For tempering: Heat ghee in a small pan.', 'Add cumin seeds and asafoetida. When they splutter, add the dried red chilies and chopped garlic.', 'Sauté until the garlic is golden.', 'Add the chopped onion and sauté until golden brown.', 'Turn off the heat. Add the red chili powder and immediately pour the tempering over the cooked dal.', 'Mix well and simmer for 2 minutes. Serve hot with rice.']",North Indian,"1 cup toor dal (pigeon peas) 1 bunch fresh spinach, chopped 1/2 tsp turmeric powder Salt to taste Tempering: 2 tbsp ghee, 1 tsp cumin seeds, 1/4 tsp asafoetida (hing), 1 onion (chopped), 2-3 cloves garlic (chopped), 1-2 dried red chilies, 1/2 tsp red chili powder","Spinach Dal (Palak Dal) Spinach Dal (Palak Dal) Spinach Dal (Palak Dal) 1 cup toor dal (pigeon peas) 1 bunch fresh spinach, chopped 1/2 tsp turmeric powder Salt to taste Tempering: 2 tbsp ghee, 1 tsp cumin seeds, 1/4 tsp asafoetida (hing), 1 onion (chopped), 2-3 cloves garlic (chopped), 1-2 dried red chilies, 1/2 tsp red chili powder",spinach dal palak dal spinach dal palak dal spinach dal palak dal cup toor dal pigeon peas bunch fresh spinach chopped tsp turmeric powder salt taste tempering tbsp ghee tsp cumin seeds tsp asafoetida hing onion chopped cloves garlic chopped dried red chilies tsp red chili powder
Sabudana Khichdi,"['1 cup sago (sabudana), rinsed and soaked for 4-6 hours', '1/2 cup raw peanuts, roasted, peeled, and coarsely crushed', '2 medium potatoes, boiled and cubed', '2-3 green chilies, chopped', '1 tsp cumin seeds', '1 sprig curry leaves (optional, not for fasting)', '2 tbsp ghee or oil', '1 tbsp lemon juice', '1 tsp sugar', 'Salt to taste (sendha namak for fasting)']","['Drain the soaked sabudana completely. It should be soft but not mushy.', 'In a bowl, gently mix the drained sabudana, crushed peanuts, salt, and sugar.', 'Heat ghee/oil in a pan. Add cumin seeds and let them splutter.', 'Add the green chilies and curry leaves. Sauté for 30 seconds.', 'Add the boiled potato cubes and sauté for 1-2 minutes.', 'Add the sabudana-peanut mixture to the pan.', 'Stir gently and cook on low-medium heat for 5-7 minutes, stirring occasionally, until the sabudana turns translucent.', 'Turn off the heat. Add the lemon juice and mix well.', 'Garnish with chopped cilantro and serve hot.']",Maharashtrian / Fasting Food,"1 cup sago (sabudana), rinsed and soaked for 4-6 hours 1/2 cup raw peanuts, roasted, peeled, and coarsely crushed 2 medium potatoes, boiled and cubed 2-3 green chilies, chopped 1 tsp cumin seeds 1 sprig curry leaves (optional, not for fasting) 2 tbsp ghee or oil 1 tbsp lemon juice 1 tsp sugar Salt to taste (sendha namak for fasting)","Sabudana Khichdi Sabudana Khichdi Sabudana Khichdi 1 cup sago (sabudana), rinsed and soaked for 4-6 hours 1/2 cup raw peanuts, roasted, peeled, and coarsely crushed 2 medium potatoes, boiled and cubed 2-3 green chilies, chopped 1 tsp cumin seeds 1 sprig curry leaves (optional, not for fasting) 2 tbsp ghee or oil 1 tbsp lemon juice 1 tsp sugar Salt to taste (sendha namak for fasting)",sabudana khichdi sabudana khichdi sabudana khichdi cup sago sabudana rinsed soaked hours cup raw peanuts roasted peeled coarsely crushed medium potatoes boiled cubed green chilies chopped tsp cumin seeds sprig curry leaves optional fasting tbsp ghee oil tbsp lemon juice tsp sugar salt taste sendha namak fasting
Tomato Rice,"['1.5 cups Basmati rice, soaked 30 mins', '4 large ripe tomatoes, pureed', '1 large onion, thinly sliced', '1 tbsp ginger-garlic paste', '1/2 tsp cumin seeds', '1/2 tsp mustard seeds', '1 sprig curry leaves', 'Whole spices: 1 bay leaf, 1-inch cinnamon, 2 cloves, 2 cardamoms', '1/2 tsp turmeric powder', '1 tsp red chili powder', '1/2 tsp garam masala', '2 tbsp oil', 'Salt to taste']","['Heat oil in a pressure cooker or pot.', 'Add mustard seeds, cumin seeds, curry leaves, and all the whole spices. Sauté for 30 seconds.', 'Add the sliced onion and sauté until translucent.', 'Add ginger-garlic paste and cook for 1 minute.', 'Add the tomato puree, turmeric, chili powder, and salt. Cook for 5-7 minutes, until the oil separates.', 'Add the soaked and drained rice. Sauté gently for 1-2 minutes.', 'Add 2.5 cups of water. Stir well and bring to a boil.', 'If in a pot, cover and simmer on low heat for 15-18 minutes. If in a pressure cooker, cook for 2 whistles.', 'Let it rest for 10 minutes. Stir in the garam masala and fluff with a fork.', 'Serve hot with raita or papad.']",South Indian,"1.5 cups Basmati rice, soaked 30 mins 4 large ripe tomatoes, pureed 1 large onion, thinly sliced 1 tbsp ginger-garlic paste 1/2 tsp cumin seeds 1/2 tsp mustard seeds 1 sprig curry leaves Whole spices: 1 bay leaf, 1-inch cinnamon, 2 cloves, 2 cardamoms 1/2 tsp turmeric powder 1 tsp red chili powder 1/2 tsp garam masala 2 tbsp oil Salt to taste","Tomato Rice Tomato Rice Tomato Rice 1.5 cups Basmati rice, soaked 30 mins 4 large ripe tomatoes, pureed 1 large onion, thinly sliced 1 tbsp ginger-garlic paste 1/2 tsp cumin seeds 1/2 tsp mustard seeds 1 sprig curry leaves Whole spices: 1 bay leaf, 1-inch cinnamon, 2 cloves, 2 cardamoms 1/2 tsp turmeric powder 1 tsp red chili powder 1/2 tsp garam masala 2 tbsp oil Salt to taste",tomato rice tomato rice tomato rice cups basmati rice soaked mins large ripe tomatoes pureed large onion thinly sliced tbsp gingergarlic paste tsp cumin seeds tsp mustard seeds sprig curry leaves whole spices bay leaf inch cinnamon cloves cardamoms tsp turmeric powder tsp red chili powder tsp garam masala tbsp oil salt taste
Rava Kesari (Kesari Bath),"['1 cup semolina (rava/sooji), fine', '1 cup sugar', '1/2 cup ghee', '2 cups water', 'A generous pinch of saffron strands (soaked in 1 tbsp warm milk)', '1/4 tsp cardamom powder', '2 tbsp cashews', '1 tbsp raisins']","['Heat 1 tbsp of ghee in a pan. Fry the cashews until golden, then add raisins and fry until they plump up. Remove and set aside.', ""In the same pan, add the remaining ghee. Add the rava and roast on low heat for 7-10 minutes, until it's aromatic and lightly golden. Remove and set aside."", 'In the same pan, add 2 cups of water and the saffron milk. Bring to a rolling boil.', 'Reduce the heat to low. Slowly pour in the roasted rava, stirring continuously to prevent lumps.', 'Keep stirring until the rava absorbs all the water and is cooked.', 'Add the sugar. The mixture will become liquidy again. Keep stirring.', 'Continue to cook, stirring, until the mixture thickens and starts to leave the sides of the pan.', 'Add the cardamom powder, fried cashews, and raisins. Mix well.', 'Serve hot or at room temperature.']",South Indian / Dessert,"1 cup semolina (rava/sooji), fine 1 cup sugar 1/2 cup ghee 2 cups water A generous pinch of saffron strands (soaked in 1 tbsp warm milk) 1/4 tsp cardamom powder 2 tbsp cashews 1 tbsp raisins","Rava Kesari (Kesari Bath) Rava Kesari (Kesari Bath) Rava Kesari (Kesari Bath) 1 cup semolina (rava/sooji), fine 1 cup sugar 1/2 cup ghee 2 cups water A generous pinch of saffron strands (soaked in 1 tbsp warm milk) 1/4 tsp cardamom powder 2 tbsp cashews 1 tbsp raisins",rava kesari kesari bath rava kesari kesari bath rava kesari kesari bath cup semolina ravasooji fine cup sugar cup ghee cups water generous pinch saffron strands soaked tbsp warm milk tsp cardamom powder tbsp cashews tbsp raisins
Carrot Poriyal,"['2 large carrots, finely chopped or grated', '1/2 cup grated fresh coconut', 'Tempering: 1 tbsp coconut oil, 1 tsp mustard seeds, 1 tsp urad dal, 1 dried red chili (broken), 1 sprig curry leaves, 1/4 tsp asafoetida (hing)', 'Salt to taste']","['Heat coconut oil in a pan. Add all the tempering ingredients.', 'Sauté until the mustard seeds pop and the urad dal turns golden brown.', 'Add the finely chopped carrots and salt.', 'Sprinkle 2-3 tbsp of water. Cover the pan and cook on low heat for 5-7 minutes, or until the carrots are tender.', 'Remove the lid, add the grated fresh coconut.', 'Stir and cook for 1-2 minutes until the coconut is heated through.', 'Serve hot as a side dish with rice and sambar/rasam.']",South Indian (Tamil Nadu),"2 large carrots, finely chopped or grated 1/2 cup grated fresh coconut Tempering: 1 tbsp coconut oil, 1 tsp mustard seeds, 1 tsp urad dal, 1 dried red chili (broken), 1 sprig curry leaves, 1/4 tsp asafoetida (hing) Salt to taste","Carrot Poriyal Carrot Poriyal Carrot Poriyal 2 large carrots, finely chopped or grated 1/2 cup grated fresh coconut Tempering: 1 tbsp coconut oil, 1 tsp mustard seeds, 1 tsp urad dal, 1 dried red chili (broken), 1 sprig curry leaves, 1/4 tsp asafoetida (hing) Salt to taste",carrot poriyal carrot poriyal carrot poriyal large carrots finely chopped grated cup grated fresh coconut tempering tbsp coconut oil tsp mustard seeds tsp urad dal dried red chili broken sprig curry leaves tsp asafoetida hing salt taste
Beetroot Poriyal,"['2 medium beetroots, peeled and finely chopped', '1/2 cup grated fresh coconut', 'Tempering: 1 tbsp coconut oil, 1 tsp mustard seeds, 1 tsp urad dal, 1 dried red chili, 1 sprig curry leaves', 'Salt to taste']","['Heat coconut oil in a pan. Add mustard seeds, urad dal, red chili, and curry leaves.', 'Sauté until the dal turns golden.', 'Add the finely chopped beetroot and salt.', 'Sprinkle 1/4 cup of water. Cover and cook on low heat for 10-12 minutes, or until the beetroot is tender.', 'Remove the lid and cook for 2-3 minutes if there is any excess water.', 'Add the grated fresh coconut. Stir and cook for 1-2 minutes.', 'Serve hot as a side dish.']",South Indian (Tamil Nadu),"2 medium beetroots, peeled and finely chopped 1/2 cup grated fresh coconut Tempering: 1 tbsp coconut oil, 1 tsp mustard seeds, 1 tsp urad dal, 1 dried red chili, 1 sprig curry leaves Salt to taste","Beetroot Poriyal Beetroot Poriyal Beetroot Poriyal 2 medium beetroots, peeled and finely chopped 1/2 cup grated fresh coconut Tempering: 1 tbsp coconut oil, 1 tsp mustard seeds, 1 tsp urad dal, 1 dried red chili, 1 sprig curry leaves Salt to taste",beetroot poriyal beetroot poriyal beetroot poriyal medium beetroots peeled finely chopped cup grated fresh coconut tempering tbsp coconut oil tsp mustard seeds tsp urad dal dried red chili sprig curry leaves salt taste
Cabbage Poriyal,"['1/2 medium cabbage, finely shredded', '1/2 cup grated fresh coconut', 'Tempering: 1 tbsp coconut oil, 1 tsp mustard seeds, 1 tsp urad dal, 1 tsp chana dal, 2 green chilies (slit), 1 sprig curry leaves', '1/4 tsp turmeric powder', 'Salt to taste']","['Heat coconut oil in a pan. Add mustard seeds, urad dal, and chana dal. Sauté until golden.', 'Add the green chilies and curry leaves.', 'Add the shredded cabbage, turmeric, and salt.', 'Stir-fry on medium-high heat for 3-4 minutes. Do not add water.', 'Cover and cook on low heat for 5-7 minutes. The cabbage should be tender yet crunchy, not mushy.', 'Remove the lid, add the grated fresh coconut.', 'Stir and cook for 1-2 minutes. Serve hot.']",South Indian (Tamil Nadu),"1/2 medium cabbage, finely shredded 1/2 cup grated fresh coconut Tempering: 1 tbsp coconut oil, 1 tsp mustard seeds, 1 tsp urad dal, 1 tsp chana dal, 2 green chilies (slit), 1 sprig curry leaves 1/4 tsp turmeric powder Salt to taste","Cabbage Poriyal Cabbage Poriyal Cabbage Poriyal 1/2 medium cabbage, finely shredded 1/2 cup grated fresh coconut Tempering: 1 tbsp coconut oil, 1 tsp mustard seeds, 1 tsp urad dal, 1 tsp chana dal, 2 green chilies (slit), 1 sprig curry leaves 1/4 tsp turmeric powder Salt to taste",cabbage poriyal cabbage poriyal cabbage poriyal medium cabbage finely shredded cup grated fresh coconut tempering tbsp coconut oil tsp mustard seeds tsp urad dal tsp chana dal green chilies slit sprig curry leaves tsp turmeric powder salt taste
Rasam,"['1 large tomato, mashed', '1 tbsp tamarind pulp, soaked in 1 cup warm water', '1 tbsp toor dal, cooked and mashed (optional)', '1 tbsp rasam powder', '1/2 tsp turmeric powder', 'Salt to taste', 'Tempering: 1 tsp ghee, 1 tsp mustard seeds, 1 tsp cumin seeds, 1/4 tsp asafoetida, 2 dried red chilies, 1 sprig curry leaves', '1/4 cup chopped cilantro']","['In a pot, combine the mashed tomato, tamarind water, cooked toor dal (if using), rasam powder, turmeric, salt, and 2 cups of water.', 'Bring the mixture to a boil.', 'Let it simmer on low heat for 10-15 minutes, until it becomes frothy on top. Do not over-boil.', 'For tempering: Heat ghee in a small pan. Add all tempering ingredients.', 'Sauté until the seeds pop and curry leaves are crisp.', 'Pour the hot tempering over the rasam.', 'Stir in the chopped cilantro and turn off the heat.', 'Cover and let it rest for 5 minutes for the flavors to blend.', 'Serve hot as a soup or with rice.']",South Indian,"1 large tomato, mashed 1 tbsp tamarind pulp, soaked in 1 cup warm water 1 tbsp toor dal, cooked and mashed (optional) 1 tbsp rasam powder 1/2 tsp turmeric powder Salt to taste Tempering: 1 tsp ghee, 1 tsp mustard seeds, 1 tsp cumin seeds, 1/4 tsp asafoetida, 2 dried red chilies, 1 sprig curry leaves 1/4 cup chopped cilantro","Rasam Rasam Rasam 1 large tomato, mashed 1 tbsp tamarind pulp, soaked in 1 cup warm water 1 tbsp toor dal, cooked and mashed (optional) 1 tbsp rasam powder 1/2 tsp turmeric powder Salt to taste Tempering: 1 tsp ghee, 1 tsp mustard seeds, 1 tsp cumin seeds, 1/4 tsp asafoetida, 2 dried red chilies, 1 sprig curry leaves 1/4 cup chopped cilantro",rasam rasam rasam large tomato mashed tbsp tamarind pulp soaked cup warm water tbsp toor dal cooked mashed optional tbsp rasam powder tsp turmeric powder salt taste tempering tsp ghee tsp mustard seeds tsp cumin seeds tsp asafoetida dried red chilies sprig curry leaves cup chopped cilantro
